Title,Genre_1,Genre_2,Genre_3,Num_Tracks,Avg_Valence,Avg_Danceability,Avg_Energy,Avg_Key,Avg_Loudness,Avg_Mode,Avg_Speechiness,Avg_Acousticness,Avg_Instrumentallness,Avg_Liveness,Avg_Tempo,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rancid Aluminum,Comedy,Crime,Drama,8,0.532125,0.448,0.795125,4.875,-6.44525,0.75,0.0499,0.008921063,0.221826933,0.283475,138.068625,Solomon Bites the Worm ,The Bluetones,Motown Funk ,The Away Team (as Away Team),Come Love Me ,The Getaway People (as Getaway People),Sentimental Song ,Ultrasound,Pumping on the Stereo ,Supergrass,The Tunnel ,Red Snapper,Gunfire ,Philly,Strong ,Robbie Williams,To Earth with Love ,Gay Dad,Connection ,Elastica,Survive ,David Bowie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sobredosis,Drama,N/A,N/A,1,0.593,0.431,0.895,2,-6.315,1,0.0747,0.00733,7.70E-06,0.11,177.538,Uno. dos. ultraviolento ,Los Violadores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sometimes Aunt Martha Does Dreadful Things,Comedy,Crime,Thriller,2,0.6285,0.558,0.436,8.5,-12.2925,0,0.04865,0.646,0.865,0.1484,107.285,Pussy Cola ,Deep Throat,Veiled Threat ,David Lindup,Fun Key ,Robin Parry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Tribute to Stevie Ray Vaughan,Music,N/A,N/A,1,0.753,0.639,0.809,0,-6.641,1,0.0472,0.315,0.00792,0.983,111.768,Pride and Joy ,Bonnie Raitt,Texas Flood ,Jimmie Vaughan,Telephone Song ,B.B. King,Long Way from Home ,Buddy Guy,Ain't Gone 'N Give Up on Your Love ,Eric Clapton,Love Struck Baby ,Robert Cray,Cold Shot ,Dr. John,Six Strings Down ,Jimmie Vaughan. Eric Clapton. Bonnie Raitt. Robert Cray. B.B. King. Buddy Guy. Dr. John and Art Neville,Tick Tock ,Jimmie Vaughan. Eric Clapton. Bonnie Raitt. Robert Cray. B.B. King. Buddy Guy. Dr. John and Art Neville,SRV Shuffle ,Jimmie Vaughan. Eric Clapton. Bonnie Raitt. Robert Cray. B.B. King. Buddy Guy. Dr. John and Art Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Years at the Movies,Documentary,Short,N/A,1,0.755,0.411,0.635,2,-11.645,1,0.0667,0.66,0.0519,0.273,97.123,Ballad of Easy Rider ,The Byrds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alice in the Navy,Comedy,Musical,Romance,3,0.694333333,0.486666667,0.518333333,2,-7.462333333,1,0.034166667,0.672,0,0.251,129.3886667,Gaidarakos ,Aliki Vougiouklaki ,Trava bros ,Aliki Vougiouklaki ,O glaros ,Aliki Vougiouklaki ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Around the Beatles,Comedy,N/A,N/A,10,0.8216,0.5178,0.7388,3.8,-8.9296,0.9,0.05072,0.44004,0.085610548,0.19853,136.5546,Twist and Shout ,The Beatles,Roll Over Beethoven ,The Beatles,I Wanna Be Your Man ,The Beatles,Long Tall Sally ,The Beatles,Boys ,The Beatles,Love Me Do/Please Please Me/From Me to You/She Loves You/I Want to Hold Your Hand ,The Beatles,Can't Buy Me Love ,The Beatles,Shout ,The Beatles,Only You Can Do It ,The Vernons Girls featuring Samantha Jones (as Jean Owen),Night Train/Lover Please/I'm Movin' On/Forty Days/Money (That's What I Want)/Hit the Road Jack ,Long John Baldry and The Vernons Girls,Saved ,Cilla Black,You're My World ,Cilla Black,Heat Wave ,Cilla Black,Brontosaurus Stomp ,Sounds Incorporated,Detroit ,Sounds Incorporated,My Boy Lollipop ,Millie Small,Tom Hark ,Millie Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canta mi corazón,Musical,Drama,N/A,1,0.764,0.507,0.444,5,-8.8,1,0.0327,0.222,9.39E-06,0.137,109.471,Dame Felicidad ,Enrique Guzmán ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Como México no hay dos,Drama,N/A,N/A,2,0.632,0.335,0.5255,0,-5.397,1,0.0569,0.48,0,0.4575,186.836,Como México no hay Dos ,Vicente Fernández ,Te Solté la Rienda ,Vicente Fernández ,Llegando a Ti ,Vicente Fernández ,Ella ,Vicente Fernández ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dick Tracy,Action,Crime,Drama,1,0.688,0.513,0.826,9,-9.924,1,0.0426,0.113,0.886,0.206,146.028,Dick Tracy ,The Ventures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ace of Spades,Comedy,Romance,N/A,4,0.56425,0.418,0.348,6,-13.14275,0.5,0.0501,0.7075,0.0021275,0.1825,106.764,Bouzouki bouzoukaki mou ,Kleio Denardou ,Tsin-tsin ,Trio Athénée ,As' to to heraki sou ,Aliki Vougiouklaki & Dimitris Mouzas & Lefteris Lignos ,Mou aresoune t' agoria ,Aliki Vougiouklaki ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entre monjas anda el diablo,Musical,Comedy,N/A,6,0.521333333,0.401166667,0.4035,3.5,-8.542666667,0.666666667,0.039216667,0.763333333,0.00071791,0.352,129.1021667,De Rama en Rama ,Vicente Fernández ,Adios Mariquita Linda ,Vicente Fernández ,Ingrato Amor ,Vicente Fernández ,Duerme ,Angélica María ,Sabia ,Angélica María ,Amor de Los Dos ,Vicente Fernández ,El Remedio ,Vicente Fernández ,Y Volver. Volver. Volver ,Vicente Fernández ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Dieter Needs to Fly,Documentary,Biography,Drama,1,0.874,0.624,0.304,8,-14.496,1,0.0822,0.929,0.173,0.0693,80.582,In the Mood ,Glenn Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenwich Mean Time,Drama,Music,Crime,6,0.636833333,0.675333333,0.751833333,7,-7.251,0.5,0.147933333,0.102836667,0.042945193,0.134033333,121.6615,Spend the Night ,Danny J. Lewis,I Wanna Be Your Lady ,Hinda Hicks,Once More ,The Orb,Can't Stop Lyric Robot ,Different Levels,All I Wanna Do ,Different Levels,Put the Freaks up Front ,dEUS (as Deus),Christiansands ,Tricky,PVSP ,Peshay,Baptism ,Roots Manuva,Ladies & Gents ,Rachel Stamp,Take Hold of Yourself ,Rachel Stamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hey. Mr. Producer! the Musical World of Cameron Mackintosh,Documentary,Biography,Music,2,0.2595,0.362,0.22695,8,-19.178,1,0.0544,0.693,0,0.53515,115.6085,Suddenly. Seymour ,Ellen Greene,Somewhere That's Green ,Ellen Greene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El hijo del pueblo,Drama,Comedy,Musical,1,0.588,0.487,0.418,10,-6.184,1,0.032,0.442,0,0.17,93.236,El Hijo del Pueblo ,Vicente Fernández ,Ojala. que te vaya bonito ,Vicente Fernández ,Conozco a Los Dos ,Vicente Fernández ,Atardeciendo ,Los Soñadores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Icebreaker,Action,Drama,N/A,2,0.7825,0.462,0.8095,8,-7.3445,1,0.03715,0.023,0,0.08175,143.07,Beethoven Symphony No. 9 in D Minor ,Tbilisi Symphony Orchestra ,Low Flying Planes ,Chin Hol ,Good Love ,Uncommon Tongue,Crazy ,Uncommon Tongue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea of Roses,Comedy,Drama,N/A,2,0.5915,0.6295,0.3975,4.5,-11.8965,0.5,0.03315,0.11325,0.197003475,0.1288,114.261,Isn't She Lovely ,Stevie Wonder,Ana ,Roberto Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tit for Tat,Comedy,Drama,N/A,4,0.5361,0.5135,0.66325,5.5,-8.3845,0.5,0.04345,0.0435718,0.02269475,0.3355,129.57425,Sanjao sam nocas da te nemam ,Bijelo Dugme,Dede. bona. sjeti se ,Bijelo Dugme,Tako ti je. mala moja. kad ljubi Bosanac ,Bijelo Dugme,Bekrija si. cijelo selo vice ,Bijelo Dugme,Mili gili ,Suncokreti,Moje bube ,Suncokreti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paperback Hero,Comedy,Romance,N/A,6,0.594,0.5065,0.573333333,5.833333333,-9.378833333,1,0.032866667,0.490566667,0.013534835,0.1459,123.3198333,She's Taken My Words ,Human Nature,Cryin' ,Roy Orbison ,I Drove All Night ,Roy Orbison,Oh Pretty Woman ,Catherine Miller,Only the lonely ,Roy Orbison,Proud man ,Jon Stevens,Paper Tiger ,Sue Thomson,I remember you ,Frank Ifield,High ,Lighthouse Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Adventures of Pluto Nash,Action,Comedy,Sci-Fi,4,0.812,0.7775,0.7135,2.5,-7.05525,0.5,0.047925,0.1537775,0.230597875,0.1358,118.08825,Blue Moon ,Art Hodge and 40 Watt Hype,They're Moving Father's Grave ,Jay Mohr,So Fresh. So Clean (Stankonia Remix) ,Outkast featuring Snoop Dogg and Sleepy Brown ,Why ,Earth Wind & Fire ,Do You Love Me? ,Mademoiselle ,Dancing in the Moonlight ,Lina ,Safe in My Arms ,Valerie Davis,I Know You Wanna ,Marthea Jackson,Dancin' in the Moonlight ,Stayvon ,Distance ,All Saints ,Subalo Parriba ,La Casa Grande ,Don't Bring Sand to the Beach ,Kinda Hamid (as Kinnda) ,Stinky. Stinky Ashtray ,Damn! ,Fly Me to the Moon (In Other Words) ,Jay Mohr,My Kind of Town ,Jay Mohr,It's Alright ,Rosario Dawson,Fun & Free ,Earth Wind & Fire ,Ain't No Need ,Immature (as IMx) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
